rideId,departureDate,segmentSequence,fromStopId,toStopId,fromStopName,toStopName
124603531,2021-06-02,1,2425,12448,Rome Tiburtina Bus station,Avezzano
124603531,2021-06-02,2,12448,15228,Avezzano,Ascoli Piceno
124603531,2021-06-02,3,15228,23678,Ascoli Piceno,Ancona (Stazione FS)
124603531,2021-06-02,4,23678,3968,Ancona (Stazione FS),Bologna (central bus station)
124603531,2021-06-02,5,3968,20028,Bologna (central bus station),Skopje
124643301,2021-06-02,1,11898,31911,MissingStop,Vienna Central Station
124643301,2021-06-02,2,31911,20088,Vienna Central Station,Novi Sad MAS
124643301,2021-06-03,3,20088,31691,Novi Sad MAS,Ruma
124643301,2021-06-03,4,31691,31721,Ruma,Sremska Mitrovica
124643301,2021-06-03,5,31721,31711,Sremska Mitrovica,Šabac
124643301,2021-06-03,6,31711,31681,Šabac,Koceljeva
124643301,2021-06-03,7,31681,31671,Koceljeva,Valjevo
124694901,2021-06-02,1,31671,42591,Valjevo,Ub
124694901,2021-06-02,2,42591,42601,Ub,Obrenovac
124694901,2021-06-02,3,42601,20018,Obrenovac,Belgrade AS
124959011,2021-06-02,1,7118,7108,"Bohumín, Nový Bohumín, žel.st.",Ostrava hl.n. LEO
124959011,2021-06-02,2,7108,11878,Ostrava hl.n. LEO,Ostrava hl.n.
124959011,2021-06-02,3,11878,7098,Ostrava hl.n.,Ostrava-Svinov
124959011,2021-06-02,4,7098,7088,Ostrava-Svinov,Studénka
124959011,2021-06-02,5,7088,7078,Studénka,Suchdol nad Odrou
124959011,2021-06-02,6,7078,7068,Suchdol nad Odrou,Hranice na Moravě
124959011,2021-06-02,7,7068,7028,Hranice na Moravě,Přerov
124959011,2021-06-02,8,7028,7018,Přerov,Olomouc Main Station
124959011,2021-06-02,9,7018,7008,Olomouc Main Station,Zábřeh
124959011,2021-06-02,10,7008,42551,Zábřeh,Ústí nad Orlicí (train)
124959011,2021-06-02,11,42551,6998,Ústí nad Orlicí (train),Pardubice
124959011,2021-06-02,12,6998,6978,Pardubice,Kolín
124959011,2021-06-02,13,6978,16018,Kolín,Prague Libeň
124959011,2021-06-02,14,16018,24658,Prague Libeň,Prague Main Station (Train)
124959011,2021-06-02,15,24658,6988,Prague Main Station (Train),Prague Main Railway Station
125381211,2021-06-02,1,54791,54781,MissingStop,Bucharest Autogara  Filaret
125424281,2021-06-02,1,48831,48901,Ankara bus station,Bolu bus station
125424281,2021-06-02,2,48901,48981,Bolu bus station,Düzce bus station
125424281,2021-06-02,3,48981,49061,Düzce bus station,Akçakoca bus station
125424281,2021-06-02,4,49061,49461,Akçakoca bus station,Alaplı bus station
125424281,2021-06-02,5,49461,48671,Alaplı bus station,Ereğli-Kdz bus station
125542291,2021-06-02,1,48161,49301,MissingStop,Mucur bus station
125542291,2021-06-02,2,49301,47931,Mucur bus station,Kırşehir bus station
125542291,2021-06-02,3,47931,48171,Kırşehir bus station,Kırıkkale bus station
125542291,2021-06-02,4,48171,49101,Kırıkkale bus station,Elmadağ bus station
125542291,2021-06-02,5,49101,49881,Elmadağ bus station,Kayaş Çalışkan
125542291,2021-06-02,6,49881,48831,Kayaş Çalışkan,Ankara bus station
125542291,2021-06-02,7,48831,48901,Ankara bus station,Bolu bus station
125542291,2021-06-02,8,48901,48981,Bolu bus station,Düzce bus station
125542291,2021-06-02,9,48981,47921,Düzce bus station,Gebze bus station
125542291,2021-06-02,10,47921,48021,Gebze bus station,İstanbul Dudullu
125542291,2021-06-02,11,48021,47991,İstanbul Dudullu,İstanbul Alibeyköy
125542291,2021-06-02,12,47991,48041,İstanbul Alibeyköy,İstanbul Esenler
125879931,2021-06-02,1,47502,49221,MissingStop,Kozlu bus station
125879931,2021-06-02,2,49221,48671,Kozlu bus station,Ereğli-Kdz bus station
125879931,2021-06-02,3,48671,49461,Ereğli-Kdz bus station,Alaplı bus station
125879931,2021-06-02,4,49461,49061,Alaplı bus station,Akçakoca bus station
125879931,2021-06-02,5,49061,48981,Akçakoca bus station,Düzce bus station
125879931,2021-06-02,6,48981,51871,Düzce bus station,Taytem rest station
125879931,2021-06-02,7,51871,47921,Taytem rest station,Gebze bus station
125879931,2021-06-02,8,47921,48021,Gebze bus station,İstanbul Dudullu
125879931,2021-06-02,9,48021,47991,İstanbul Dudullu,İstanbul Alibeyköy
125879931,2021-06-02,10,47991,48041,İstanbul Alibeyköy,İstanbul Esenler
126472741,2021-06-02,1,48031,48351,MissingStop,Milas bus station
126472741,2021-06-03,2,48351,48461,Milas bus station,Söke bus station
126472741,2021-06-03,3,48461,53121,Söke bus station,Izmir otogar tesis
126472741,2021-06-03,4,53121,49011,Izmir otogar tesis,Izmir bus station
126472741,2021-06-03,5,49011,48521,Izmir bus station,Turgutlu bus station
126472741,2021-06-03,6,48521,48431,Turgutlu bus station,Salihli bus station
126472741,2021-06-03,7,48431,49271,Salihli bus station,Kula (Manisa) bus station
126472741,2021-06-03,8,49271,47572,Kula (Manisa) bus station,Uşak bus station
126472741,2021-06-03,9,47572,53081,Uşak bus station,Uşak other rest station
126472741,2021-06-03,10,53081,52041,Uşak other rest station,Banaz
126472741,2021-06-03,11,52041,48771,Banaz,Afyon bus station
126472741,2021-06-03,12,48771,48411,Afyon bus station,Polatlı bus station
126472741,2021-06-03,13,48411,48831,Polatlı bus station,Ankara bus station
126472741,2021-06-03,14,48831,49881,Ankara bus station,Kayaş Çalışkan
126472741,2021-06-03,15,49881,49101,Kayaş Çalışkan,Elmadağ bus station
126472741,2021-06-03,16,49101,48171,Elmadağ bus station,Kırıkkale bus station
126472741,2021-06-03,17,48171,49501,Kırıkkale bus station,Sungurlu bus station
126472741,2021-06-03,18,49501,48961,Sungurlu bus station,Çorum bus station
126472741,2021-06-03,19,48961,48341,Çorum bus station,Merzifon bus station
126472741,2021-06-03,20,48341,49771,Merzifon bus station,Havza bus station
126472741,2021-06-03,21,49771,49871,Havza bus station,Kavak bus station
126472741,2021-06-03,22,49871,47612,Kavak bus station,Samsun
126749771,2021-06-02,1,4548,4698,Lyon Perrache,Nîmes
126749771,2021-06-02,2,4698,4638,Nîmes,Montpellier
126749771,2021-06-02,3,4638,4758,Montpellier,Perpignan
126749771,2021-06-02,4,4758,8658,Perpignan,Barcelona Nord
126910381,2021-06-02,1,36221,36211,MissingStop,Cascais
126910381,2021-06-02,2,36211,16958,Cascais,Lisbon (Oriente)
126910381,2021-06-02,3,16958,31731,Lisbon (Oriente),Almada (Metro Cova Piedade)
126910381,2021-06-02,4,31731,19308,Almada (Metro Cova Piedade),Badajoz
126910381,2021-06-02,5,19308,50211,Badajoz,Toledo
126910381,2021-06-03,6,50211,19288,Toledo,Madrid (South)
126910381,2021-06-03,7,19288,16058,Madrid (South),Madrid Airport (T4)
126966422,2021-06-02,1,48161,49941,MissingStop,Avanos bus station
126966422,2021-06-02,2,49941,49691,Avanos bus station,Göreme bus station
126966422,2021-06-02,3,49691,47661,Göreme bus station,Nevşehir bus station
126966422,2021-06-02,4,47661,47501,Nevşehir bus station,Acıgöl
126966422,2021-06-02,5,47501,51651,Acıgöl,Tuanna rest station
126966422,2021-06-02,6,51651,48791,Tuanna rest station,Aksaray bus station
126966422,2021-06-02,7,48791,47901,Aksaray bus station,Konya bus station
126966422,2021-06-02,8,47901,48131,Konya bus station,Beyşehir
126966422,2021-06-02,9,48131,49401,Beyşehir,Şarkikaraağaç bus station
126966422,2021-06-02,10,49401,50171,Şarkikaraağaç bus station,Eğirdir bus station
126966422,2021-06-03,11,50171,47981,Eğirdir bus station,Isparta bus station
126966422,2021-06-03,12,47981,48841,Isparta bus station,Antalya bus station
127020512,2021-06-02,1,47901,48721,Konya bus station,Cihanbeyli bus station
127020512,2021-06-02,2,48721,48281,Cihanbeyli bus station,Kulu bus station
127020512,2021-06-02,3,48281,48831,Kulu bus station,Ankara bus station
127020512,2021-06-02,4,48831,51821,Ankara bus station,Unova
127020512,2021-06-03,5,51821,47532,Unova,Sakarya
127020512,2021-06-03,6,47532,47911,Sakarya,Kocaeli bus station
127020512,2021-06-03,7,47911,47921,Kocaeli bus station,Gebze bus station
127020512,2021-06-03,8,47921,48021,Gebze bus station,İstanbul Dudullu
127020512,2021-06-03,9,48021,47991,İstanbul Dudullu,İstanbul Alibeyköy
127020512,2021-06-03,10,47991,48041,İstanbul Alibeyköy,İstanbul Esenler
127126351,2021-06-02,1,29408,29458,MissingStop,Huelva
127126351,2021-06-02,2,29458,35721,Huelva,Faro (Av. Republica)
127126351,2021-06-02,3,35721,23638,Faro (Av. Republica),Faro (Airport)
127126351,2021-06-02,4,23638,31581,Faro (Airport),Albufeira (Av Pessanha Viegas)
127126351,2021-06-02,5,31581,16958,Albufeira (Av Pessanha Viegas),Lisbon (Oriente)
127411141,2021-06-02,1,2196,24068,Kraków MDA,Tatranská Lomnica
127411141,2021-06-02,2,24068,24048,Tatranská Lomnica,Starý Smokovec
127411141,2021-06-02,3,24048,14098,Starý Smokovec,Poprad
127411141,2021-06-02,4,14098,14088,Poprad,Prešov
127411141,2021-06-03,5,14088,14068,Prešov,Košice
127411141,2021-06-03,6,14068,14288,Košice,Budapest Airport
127411141,2021-06-03,7,14288,2015,Budapest Airport,Budapest Népliget
127566401,2021-06-02,1,10,22638,Munich central bus station,Salzburg South
127566401,2021-06-02,2,22638,9678,Salzburg South,Villach
127566401,2021-06-02,3,9678,10138,Villach,Udine (autostazione)
127566401,2021-06-02,4,10138,2545,Udine (autostazione),Trieste (Autostazione)
127566401,2021-06-02,5,2545,7588,Trieste (Autostazione),Opatija
127566401,2021-06-02,6,7588,7598,Opatija,Rijeka
127566401,2021-06-02,7,7598,7568,Rijeka,Crikvenica
127690701,2021-06-02,1,11548,25,"Cologne South, Airport",Düsseldorf
127690701,2021-06-02,2,25,4808,Düsseldorf,Roermond
127690701,2021-06-02,3,4808,5788,Roermond,Eindhoven
127690701,2021-06-02,4,5788,3268,Eindhoven,Antwerp
127746141,2021-06-02,1,36711,30691,Girona,Olot
127760751,2021-06-02,1,36711,39091,Girona,Sant Feliu de Guíxols
127760881,2021-06-02,1,39091,36711,Sant Feliu de Guíxols,Girona
127878441,2021-06-02,1,30691,36711,Olot,Girona
128188751,2021-06-02,1,2186,14948,Copenhagen,CPH Airport
128188751,2021-06-02,2,14948,2265,CPH Airport,Malmö
128188751,2021-06-02,3,2265,9038,Malmö,Jönköping
128188751,2021-06-03,4,9038,9048,Jönköping,Linköping
128188751,2021-06-03,5,9048,10408,Linköping,Norrköping
128188751,2021-06-03,6,10408,34061,Norrköping,Skavsta Flygplats
128188751,2021-06-03,7,34061,3978,Skavsta Flygplats,Stockholm Cityterminalen
128188751,2021-06-03,8,3978,28968,Stockholm Cityterminalen,Arlanda Airport T4 & 5
128188751,2021-06-03,9,28968,28978,Arlanda Airport T4 & 5,Arlanda Airport T 2 & 3
128268362,2021-06-02,1,10,55,Munich central bus station,Augsburg
128268362,2021-06-02,2,55,17,Augsburg,Stuttgart Vaihingen
128268362,2021-06-02,3,17,61,Stuttgart Vaihingen,Stuttgart Zuffenhausen
128268362,2021-06-02,4,61,2765,Stuttgart Zuffenhausen,Heilbronn central station
128268362,2021-06-02,5,2765,13,Heilbronn central station,Darmstadt
128268362,2021-06-03,6,13,12,Darmstadt,Frankfurt central station
128268362,2021-06-03,7,12,29608,Frankfurt central station,Hagen main station
128268362,2021-06-03,8,29608,49,Hagen main station,Dortmund
128268362,2021-06-03,9,49,231,Dortmund,Münster
128268362,2021-06-03,10,231,211,Münster,Osnabrück
128268362,2021-06-03,11,211,89,Osnabrück,Bremen
128268362,2021-06-03,12,89,36,Bremen,Hamburg ZOB
128342872,2021-06-02,1,50,91,MissingStop,Wuppertal
128342872,2021-06-02,2,91,10058,Wuppertal,Lüdenscheid
128342872,2021-06-02,3,10058,541,Lüdenscheid,Siegen
128342872,2021-06-02,4,541,12,Siegen,Frankfurt central station
128342872,2021-06-02,5,12,38,Frankfurt central station,Frankfurt Airport
128342872,2021-06-02,6,38,41481,Frankfurt Airport,Heidelberg Pre Waypoint
128342872,2021-06-02,7,41481,14,Heidelberg Pre Waypoint,Heidelberg
128342872,2021-06-02,8,14,41501,Heidelberg,Heidelberg Post Waypoint
128342872,2021-06-02,9,41501,2765,Heidelberg Post Waypoint,Heilbronn central station
128342872,2021-06-02,10,2765,61,Heilbronn central station,Stuttgart Zuffenhausen
128342872,2021-06-02,11,61,2785,Stuttgart Zuffenhausen,Stuttgart Airport
128342872,2021-06-02,12,2785,684,Stuttgart Airport,Ulm
128342872,2021-06-02,13,684,55,Ulm,Augsburg
128342872,2021-06-02,14,55,10,Augsburg,Munich central bus station
128509331,2021-06-02,1,48041,47991,İstanbul Esenler,İstanbul Alibeyköy
128509331,2021-06-02,2,47991,48021,İstanbul Alibeyköy,İstanbul Dudullu
128509331,2021-06-02,3,48021,47921,İstanbul Dudullu,Gebze bus station
128509331,2021-06-02,4,47921,47911,Gebze bus station,Kocaeli bus station
128509331,2021-06-02,5,47911,47532,Kocaeli bus station,Sakarya
128509331,2021-06-02,6,47532,51871,Sakarya,Taytem rest station
128509331,2021-06-02,7,51871,48901,Taytem rest station,Bolu bus station
128509331,2021-06-02,8,48901,48071,Bolu bus station,Karabuk bus station
128509331,2021-06-02,9,48071,48421,Karabuk bus station,Safranbolu bus station
128509331,2021-06-02,10,48421,50511,Safranbolu bus station,Toprakcuma
128509331,2021-06-02,11,50511,50521,Toprakcuma,İğdir (Kastamonu)
128509331,2021-06-02,12,50521,49831,İğdir (Kastamonu),Araç bus station
128509331,2021-06-02,13,49831,48151,Araç bus station,Kastamonu bus station
129261221,2021-06-02,1,4658,4978,Nantes Haluchère,Angers
129261221,2021-06-02,2,4978,5598,Angers,Le Mans
129261221,2021-06-02,3,5598,11558,Le Mans,Paris (Bercy Seine)
129412581,2021-06-02,1,48041,47991,İstanbul Esenler,İstanbul Alibeyköy
129412581,2021-06-02,2,47991,48021,İstanbul Alibeyköy,İstanbul Dudullu
129412581,2021-06-02,3,48021,51821,İstanbul Dudullu,Unova
129412581,2021-06-02,4,51821,48831,Unova,Ankara bus station
129500511,2021-06-02,1,48151,49831,Kastamonu bus station,Araç bus station
129500511,2021-06-02,2,49831,50521,Araç bus station,İğdir (Kastamonu)
129500511,2021-06-02,3,50521,50511,İğdir (Kastamonu),Toprakcuma
129500511,2021-06-02,4,50511,48421,Toprakcuma,Safranbolu bus station
129500511,2021-06-02,5,48421,48071,Safranbolu bus station,Karabuk bus station
129500511,2021-06-02,6,48071,48901,Karabuk bus station,Bolu bus station
129500511,2021-06-02,7,48901,48981,Bolu bus station,Düzce bus station
129500511,2021-06-02,8,48981,47532,Düzce bus station,Sakarya
129500511,2021-06-02,9,47532,47911,Sakarya,Kocaeli bus station
129500511,2021-06-02,10,47911,47921,Kocaeli bus station,Gebze bus station
129500511,2021-06-02,11,47921,48021,Gebze bus station,İstanbul Dudullu
129500511,2021-06-02,12,48021,47991,İstanbul Dudullu,İstanbul Alibeyköy
129500511,2021-06-02,13,47991,48041,İstanbul Alibeyköy,İstanbul Esenler
129500511,2021-06-02,14,48041,54181,İstanbul Esenler,Çerkezköy bus station
129500511,2021-06-02,15,54181,54891,Çerkezköy bus station,Çorlu
129615441,2021-06-02,1,11238,22118,MissingStop,Gornji Kneginec
129615441,2021-06-02,2,22118,22128,Gornji Kneginec,Novi Marof
129615441,2021-06-02,3,22128,22138,Novi Marof,Bedenica
129615441,2021-06-02,4,22138,2635,Bedenica,Zagreb
129615441,2021-06-02,5,2635,26928,Zagreb,Seget Donji
129615441,2021-06-02,6,26928,7628,Seget Donji,Trogir
129615441,2021-06-02,7,7628,26918,Trogir,Kaštel Sucurac
129615441,2021-06-02,8,26918,7618,Kaštel Sucurac,Split
130417661,2021-06-02,1,31911,2015,Vienna Central Station,Budapest Népliget
130475551,2021-06-02,1,47602,49181,MissingStop,Yıldızeli
130475551,2021-06-02,2,49181,49081,Yıldızeli,Akdağmadeni bus station
130475551,2021-06-02,3,49081,48471,Akdağmadeni bus station,Sorgun bus station
130475551,2021-06-02,4,48471,51561,Sorgun bus station,Coşkun Restaurant rest station
130475551,2021-06-02,5,51561,47542,Coşkun Restaurant rest station,Yozgat
130475551,2021-06-02,6,47542,48171,Yozgat,Kırıkkale bus station
130475551,2021-06-02,7,48171,49101,Kırıkkale bus station,Elmadağ bus station
130475551,2021-06-02,8,49101,49881,Elmadağ bus station,Kayaş Çalışkan
130475551,2021-06-02,9,49881,48831,Kayaş Çalışkan,Ankara bus station
130618691,2021-06-02,1,1494,251,Prague ÚAN Florenc,Dresden central station
130618691,2021-06-02,2,251,30,Dresden central station,Leipzig central station
130618691,2021-06-02,3,30,70,Leipzig central station,Magdeburg
130618691,2021-06-02,4,70,41,Magdeburg,Brunswick central station
130618691,2021-06-02,5,41,64,Brunswick central station,Hanover
130618691,2021-06-02,6,64,201,Hanover,Bad Oeynhausen
130618691,2021-06-02,7,201,211,Bad Oeynhausen,Osnabrück
130618691,2021-06-02,8,211,2065,Osnabrück,Enschede
130618691,2021-06-02,9,2065,1384,Enschede,Arnhem
130618691,2021-06-02,10,1384,4688,Arnhem,Nijmegen
130618691,2021-06-02,11,4688,5788,Nijmegen,Eindhoven
130618691,2021-06-02,12,5788,2865,Eindhoven,Lille
130618691,2021-06-03,13,2865,4168,Lille,Paris CDG Airport
130618691,2021-06-03,14,4168,11558,Paris CDG Airport,Paris (Bercy Seine)
130762251,2021-06-02,1,2655,23448,Vienna Erdberg (VIB),Graz Webling
130762251,2021-06-02,2,23448,2275,Graz Webling,Maribor
130762251,2021-06-02,3,2275,2635,Maribor,Zagreb
130834891,2021-06-02,1,47502,49221,MissingStop,Kozlu bus station
130834891,2021-06-02,2,49221,48671,Kozlu bus station,Ereğli-Kdz bus station
130834891,2021-06-02,3,48671,49461,Ereğli-Kdz bus station,Alaplı bus station
130834891,2021-06-02,4,49461,49061,Alaplı bus station,Akçakoca bus station
130834891,2021-06-02,5,49061,51871,Akçakoca bus station,Taytem rest station
130834891,2021-06-02,6,51871,47921,Taytem rest station,Gebze bus station
130834891,2021-06-02,7,47921,48021,Gebze bus station,İstanbul Dudullu
130834891,2021-06-02,8,48021,47991,İstanbul Dudullu,İstanbul Alibeyköy
130834891,2021-06-02,9,47991,48041,İstanbul Alibeyköy,İstanbul Esenler
131242421,2021-06-02,1,8968,13798,MissingStop,Töcksfors
131242421,2021-06-02,2,13798,13618,Töcksfors,Årjäng
131242421,2021-06-02,3,13618,13708,Årjäng,Knöstad
131242421,2021-06-02,4,13708,32751,Knöstad,Grums Station
131242421,2021-06-02,5,32751,13698,Grums Station,Karlstad
131564931,2021-06-02,1,1875,651,Innsbruck Südbahnstraße,Seefeld
131564931,2021-06-02,2,651,4608,Seefeld,Mittenwald
131564931,2021-06-02,3,4608,631,Mittenwald,Garmisch-Partenkirchen
131564931,2021-06-02,4,631,10,Garmisch-Partenkirchen,Munich central bus station
131564931,2021-06-02,5,10,621,Munich central bus station,Munich Airport
131564981,2021-06-02,1,621,10,Munich Airport,Munich central bus station
131564981,2021-06-02,2,10,631,Munich central bus station,Garmisch-Partenkirchen
131564981,2021-06-02,3,631,4608,Garmisch-Partenkirchen,Mittenwald
131564981,2021-06-02,4,4608,651,Mittenwald,Seefeld
131564981,2021-06-02,5,651,1875,Seefeld,Innsbruck Südbahnstraße
131564991,2021-06-02,1,1875,651,Innsbruck Südbahnstraße,Seefeld
131564991,2021-06-02,2,651,4608,Seefeld,Mittenwald
131564991,2021-06-02,3,4608,631,Mittenwald,Garmisch-Partenkirchen
131564991,2021-06-02,4,631,10,Garmisch-Partenkirchen,Munich central bus station
131564991,2021-06-02,5,10,621,Munich central bus station,Munich Airport
131628361,2021-06-02,1,3938,1304,Genoa (Fanti d'Italia/Principe bus station),Milan (Lampugnano bus station)
131628361,2021-06-02,2,1304,2,Milan (Lampugnano bus station),Zurich
131628361,2021-06-03,3,2,79,Zurich,Tübingen
131628361,2021-06-03,4,79,2785,Tübingen,Stuttgart Airport
131628361,2021-06-03,5,2785,26,Stuttgart Airport,Karlsruhe
131628361,2021-06-03,6,26,14,Karlsruhe,Heidelberg
131628361,2021-06-03,7,14,19,Heidelberg,Mannheim ZOB
131628361,2021-06-03,8,19,11548,Mannheim ZOB,"Cologne South, Airport"
131628361,2021-06-03,9,11548,25,"Cologne South, Airport",Düsseldorf
131639601,2021-06-02,1,4028,9588,MissingStop,Perugia (Piazzale Umbria Jazz)
131639601,2021-06-02,2,9588,2085,Perugia (Piazzale Umbria Jazz),Florence (Villa Costanza Tram T1)
131639601,2021-06-02,3,2085,3938,Florence (Villa Costanza Tram T1),Genoa (Fanti d'Italia/Principe bus station)
131639601,2021-06-02,4,3938,10358,Genoa (Fanti d'Italia/Principe bus station),Savona (Stazione FS)
131639601,2021-06-02,5,10358,10438,Savona (Stazione FS),Turin (Lingotto)
131639601,2021-06-02,6,10438,3388,Turin (Lingotto),Turin (Vittorio Emanuele)
131713971,2021-06-02,1,17228,11558,MissingStop,Paris (Bercy Seine)
131713971,2021-06-02,2,11558,17438,Paris (Bercy Seine),Arpajon
131713971,2021-06-02,3,17438,16928,Arpajon,Étampes
131713971,2021-06-02,4,16928,9138,Étampes,Orléans (Libération)
131713971,2021-06-02,5,9138,6168,Orléans (Libération),Tours
131713971,2021-06-02,6,6168,6058,Tours,Poitiers
131713971,2021-06-02,7,6058,9228,Poitiers,Niort
131713971,2021-06-02,8,9228,42431,Niort,International Interconnection Hub
131713971,2021-06-03,9,42431,16948,International Interconnection Hub,Salamanca
131713971,2021-06-03,10,16948,16378,Salamanca,Vilar Formoso
131713971,2021-06-03,11,16378,17158,Vilar Formoso,Guarda (Bus Station)
131713971,2021-06-03,12,17158,39911,Guarda (Bus Station),Celorico da Beira
131713971,2021-06-03,13,39911,16388,Celorico da Beira,Viseu  (Bus Station)
131713971,2021-06-03,14,16388,39931,Viseu  (Bus Station),Albergaria-a-Velha (Bus Station)
131713971,2021-06-03,15,39931,40061,Albergaria-a-Velha (Bus Station),Sao Joao da Madeira
131713971,2021-06-03,16,40061,39941,Sao Joao da Madeira,Lourosa
131713971,2021-06-03,17,39941,23658,Lourosa,Porto (Camelias)
131713971,2021-06-03,18,23658,40501,Porto (Camelias),Povoa do Varzim (Bus Station)
131713971,2021-06-03,19,40501,40491,Povoa do Varzim (Bus Station),Viana do Castelo (Bus Station)
131717591,2021-06-02,1,40751,40691,MissingStop,Ponte Barca
131717591,2021-06-02,2,40691,16558,Ponte Barca,Ponte de Lima (Bus Station)
131717591,2021-06-02,3,16558,40741,Ponte de Lima (Bus Station),Braga
131717591,2021-06-02,4,40741,16678,Braga,Guimaraes (Bus Station)
131717591,2021-06-02,5,16678,40721,Guimaraes (Bus Station),Fafe (Bus Station)
131717591,2021-06-02,6,40721,40681,Fafe (Bus Station),Arco Baulhe (Bus Station)
131717591,2021-06-02,7,40681,40711,Arco Baulhe (Bus Station),V. P. Aguiar (Bus Station)
131717591,2021-06-02,8,40711,40701,V. P. Aguiar (Bus Station),Pedras Salgadas
131717591,2021-06-02,9,40701,40921,Pedras Salgadas,Vidago
131717591,2021-06-02,10,40921,40761,Vidago,Chaves
131717591,2021-06-02,11,40761,46321,Chaves,Verin (Bus Station)
131717591,2021-06-02,12,46321,16128,Verin (Bus Station),Puebla de Sanabria
131717591,2021-06-02,13,16128,16088,Puebla de Sanabria,Benavente
131717591,2021-06-02,14,16088,43231,Benavente,Leon
131717591,2021-06-02,15,43231,42431,Leon,International Interconnection Hub
131717591,2021-06-02,16,42431,16148,International Interconnection Hub,Vitoria-Gasteiz
131717591,2021-06-02,17,16148,18518,Vitoria-Gasteiz,Saintes
131717591,2021-06-03,18,18518,6058,Saintes,Poitiers
131717591,2021-06-03,19,6058,6168,Poitiers,Tours
131717591,2021-06-03,20,6168,9138,Tours,Orléans (Libération)
131717591,2021-06-03,21,9138,16288,Orléans (Libération),Versailles (IC)
131717591,2021-06-03,22,16288,11558,Versailles (IC),Paris (Bercy Seine)
131717591,2021-06-03,23,11558,2865,Paris (Bercy Seine),Lille
131717591,2021-06-03,24,2865,37381,Lille,Brussels South (Avenue Fonsny/Eurolines)
131717591,2021-06-03,25,37381,2875,Brussels South (Avenue Fonsny/Eurolines),Brussels-North station
131717591,2021-06-03,26,2875,14698,Brussels-North station,Aachen Hüls
131717591,2021-06-03,27,14698,11548,Aachen Hüls,"Cologne South, Airport"
131717591,2021-06-03,28,11548,25,"Cologne South, Airport",Düsseldorf
131717591,2021-06-03,29,25,52,Düsseldorf,Essen
131717591,2021-06-03,30,52,49,Essen,Dortmund
131924311,2021-06-02,1,4168,11558,Paris CDG Airport,Paris (Bercy Seine)
131924311,2021-06-02,2,11558,12818,Paris (Bercy Seine),Paris - Orly Airport
131924311,2021-06-02,3,12818,8118,Paris - Orly Airport,Angoulême
131924311,2021-06-03,4,8118,4288,Angoulême,Bordeaux Saint-Jean
131924311,2021-06-03,5,4288,13158,Bordeaux Saint-Jean,Bordeaux (Pessac)
131924311,2021-06-03,6,13158,5158,Bordeaux (Pessac),Bayonne
131924311,2021-06-03,7,5158,57381,Bayonne,Biarritz (Airport)
131924311,2021-06-03,8,57381,4858,Biarritz (Airport),Saint-Jean-de-Luz
131924311,2021-06-03,9,4858,46561,Saint-Jean-de-Luz,Hendaye
131924311,2021-06-03,10,46561,6008,Hendaye,San Sebastian (Bus Station)
131974181,2021-06-02,1,44201,4888,Bolzano South,Trento (Lungadige Monte Grappa)
131974181,2021-06-02,2,4888,8218,Trento (Lungadige Monte Grappa),Milan (Sesto S.G. 1° Maggio M1)
131974181,2021-06-02,3,8218,1304,Milan (Sesto S.G. 1° Maggio M1),Milan (Lampugnano bus station)
132218641,2021-06-02,1,1224,9128,Berlin Alexanderplatz,"Warzymice, Osiedle Kresy"
132218641,2021-06-02,2,9128,2515,"Warzymice, Osiedle Kresy","Szczecin, ul. Kolumba"
132459931,2021-06-02,1,48041,47991,İstanbul Esenler,İstanbul Alibeyköy
132459931,2021-06-02,2,47991,48021,İstanbul Alibeyköy,İstanbul Dudullu
132459931,2021-06-02,3,48021,47921,İstanbul Dudullu,Gebze bus station
132459931,2021-06-02,4,47921,48921,Gebze bus station,Bursa bus station
132459931,2021-06-02,5,48921,48861,Bursa bus station,Balıkesir bus station
132459931,2021-06-02,6,48861,53121,Balıkesir bus station,Izmir otogar tesis
132459931,2021-06-02,7,53121,49011,Izmir otogar tesis,Izmir bus station
132563501,2021-06-02,1,11558,2875,Paris (Bercy Seine),Brussels-North station
132996741,2021-06-02,1,2875,11768,Brussels-North station,Brussels Airport
132996741,2021-06-02,2,11768,3268,Brussels Airport,Antwerp
132996741,2021-06-02,3,3268,1394,Antwerp,Utrecht
132996741,2021-06-02,4,1394,24508,Utrecht,Amsterdam Bijlmer
132996741,2021-06-02,5,24508,11928,Amsterdam Bijlmer,Schiphol Airport
133223001,2021-06-02,1,14068,7288,Košice,Košice station (train)
133223001,2021-06-02,2,7288,7278,Košice station (train),Kysak
133223001,2021-06-02,3,7278,14088,Kysak,Prešov
133223001,2021-06-02,4,14088,7268,Prešov,Prešov (LEO)
133223001,2021-06-02,5,7268,7258,Prešov (LEO),Spišská Nová Ves
133223001,2021-06-02,6,7258,7248,Spišská Nová Ves,Poprad-Tatry (LEO)
